unique_key,test_date,location,building_address,borough,community_board,pollutant_name,pollutant_symbol,result_value,unit_of_measurement,status,action_required,inspector,latitude,longitude
100133,2018-08-31T00:00:00,Storage Room B,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Dioxide,CO2,553.3,ppm,Pass,No,M. Rodriguez,40.661501,-73.916587
100134,2018-08-27T00:00:00,Storage Room A,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Formaldehyde,HCHO,4.68,ppb,Pass,No,M. Rodriguez,40.662757,-73.917113
100135,2018-02-24T00:00:00,Storage Room A,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Formaldehyde,HCHO,19.57,ppb,Borderline,No,M. Rodriguez,40.665473,-73.916365
100136,2018-03-15T00:00:00,"Building 4, Hallway A","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Ozone,O3,66.27,ppb,Fail,Yes,M. Rodriguez,40.664133,-73.917924
100137,2017-12-29T00:00:00,Storage Room B,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 10,PM10,25.98,µg/m³,Pass,No,S. Patel,40.664249,-73.916412
100138,2018-07-02T00:00:00,"Building 1, Floor 3","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Relative Humidity,RH,60.34,%,Fail,Yes,A. Chen,40.663548,-73.917204
100139,2018-02-25T00:00:00,"Building 4, Hallway B","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 10,PM10,14.77,µg/m³,Pass,No,M. Rodriguez,40.66245,-73.91844
100140,2017-05-24T00:00:00,"Building 2, Floor 2","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Radon,Rn,2.38,pCi/L,Pass,No,S. Patel,40.664265,-73.917719
100141,2017-07-28T00:00:00,"Building 2, Floor 2","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Nitrogen Dioxide,NO2,21.6,ppb,Pass,No,S. Patel,40.661981,-73.919048
100142,2018-08-22T00:00:00,"Building 2, Floor 1","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Radon,Rn,2.39,pCi/L,Pass,No,J. Williams,40.661832,-73.917604
100143,2017-06-12T00:00:00,"Building 1, Floor 1","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Relative Humidity,RH,56.39,%,Borderline,No,S. Patel,40.663556,-73.918618
100144,2017-05-09T00:00:00,"Building 1, Floor 3","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Nitrogen Dioxide,NO2,11.7,ppb,Pass,No,D. Thompson,40.664039,-73.918624
100145,2017-12-18T00:00:00,"Building 1, Floor 1","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Relative Humidity,RH,58.78,%,Fail,Yes,D. Thompson,40.662595,-73.918679
100146,2017-08-02T00:00:00,"Building 1, Floor 3","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 10,PM10,11.32,µg/m³,Pass,No,K. Martinez,40.663475,-73.918176
100147,2017-11-26T00:00:00,"Building 2, Floor 2","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Relative Humidity,RH,46.0,%,Pass,No,D. Thompson,40.662814,-73.916786
100148,2017-05-26T00:00:00,"Building 3, Lobby","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Monoxide,CO,2.16,ppm,Borderline,No,A. Chen,40.664549,-73.918675
100149,2018-09-06T00:00:00,"Building 4, Hallway A","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Dioxide,CO2,750.96,ppm,Pass,No,A. Chen,40.663587,-73.918264
100150,2017-08-24T00:00:00,"Building 2, Floor 2","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Formaldehyde,HCHO,6.1,ppb,Pass,No,K. Martinez,40.665206,-73.9176
100151,2017-07-04T00:00:00,"Building 1, Floor 2","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 2.5,PM2.5,14.98,µg/m³,Pass,No,A. Chen,40.662506,-73.917495
100152,2018-05-26T00:00:00,Community Center,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Nitrogen Dioxide,NO2,14.56,ppb,Pass,No,A. Chen,40.664684,-73.916478
100153,2018-02-14T00:00:00,"Building 3, Lobby","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Radon,Rn,2.93,pCi/L,Pass,No,K. Martinez,40.662163,-73.91636
100154,2017-11-22T00:00:00,"Building 2, Floor 2","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Formaldehyde,HCHO,17.66,ppb,Pass,No,A. Chen,40.663868,-73.91692
100155,2017-12-31T00:00:00,"Building 4, Hallway A","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 10,PM10,48.63,µg/m³,Fail,Yes,D. Thompson,40.661569,-73.915557
100156,2017-12-08T00:00:00,"Building 1, Floor 1","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 10,PM10,24.78,µg/m³,Pass,No,L. Johnson,40.661702,-73.916901
100157,2018-05-18T00:00:00,"Building 4, Hallway A","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Monoxide,CO,1.96,ppm,Borderline,No,M. Rodriguez,40.664315,-73.915738
100158,2017-03-10T00:00:00,Storage Room B,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 10,PM10,32.96,µg/m³,Pass,No,L. Johnson,40.66356,-73.916894
100159,2018-01-15T00:00:00,"Building 4, Hallway A","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Dioxide,CO2,724.03,ppm,Pass,No,L. Johnson,40.663729,-73.916438
100160,2017-06-20T00:00:00,"Building 4, Hallway A","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Radon,Rn,3.58,pCi/L,Borderline,No,S. Patel,40.661825,-73.919453
100161,2017-12-10T00:00:00,Storage Room A,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 10,PM10,27.91,µg/m³,Pass,No,D. Thompson,40.664596,-73.919427
100162,2017-07-29T00:00:00,"Building 3, Lobby","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 10,PM10,40.59,µg/m³,Borderline,No,S. Patel,40.661626,-73.916688
100163,2018-04-27T00:00:00,"Building 4, Hallway A","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Ozone,O3,42.03,ppb,Pass,No,D. Thompson,40.663819,-73.916175
100164,2018-02-13T00:00:00,Laundry Room,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Relative Humidity,RH,44.0,%,Pass,No,S. Patel,40.663491,-73.916298
100165,2017-06-30T00:00:00,"Building 2, Floor 2","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Dioxide,CO2,1058.58,ppm,Borderline,No,L. Johnson,40.662234,-73.916943
100166,2017-04-13T00:00:00,"Building 3, Lobby","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Volatile Organic Compounds,VOC,157.83,ppb,Borderline,No,D. Thompson,40.661817,-73.917998
100167,2017-07-09T00:00:00,"Building 3, Lobby","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Dioxide,CO2,843.25,ppm,Pass,No,L. Johnson,40.664773,-73.916235
100168,2017-10-20T00:00:00,Community Center,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 2.5,PM2.5,20.25,µg/m³,Borderline,No,M. Rodriguez,40.661756,-73.91577
100169,2017-08-06T00:00:00,"Building 4, Hallway B","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Nitrogen Dioxide,NO2,25.31,ppb,Pass,No,J. Williams,40.66418,-73.919457
100170,2017-05-13T00:00:00,"Building 2, Floor 2","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Volatile Organic Compounds,VOC,195.94,ppb,Fail,Yes,D. Thompson,40.663813,-73.916664
100171,2017-08-11T00:00:00,"Building 2, Floor 2","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 10,PM10,36.44,µg/m³,Pass,No,S. Patel,40.665068,-73.916454
100172,2017-12-05T00:00:00,"Building 2, Floor 1","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Nitrogen Dioxide,NO2,43.05,ppb,Fail,Yes,M. Rodriguez,40.663174,-73.917445
100173,2017-10-31T00:00:00,"Building 2, Floor 1","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 10,PM10,15.22,µg/m³,Pass,No,A. Chen,40.664094,-73.917107
100174,2017-08-10T00:00:00,Community Center,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Relative Humidity,RH,37.86,%,Pass,No,K. Martinez,40.663202,-73.917826
100175,2018-05-31T00:00:00,"Building 2, Floor 2","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 2.5,PM2.5,5.6,µg/m³,Pass,No,M. Rodriguez,40.66507,-73.915884
100176,2017-09-03T00:00:00,"Building 1, Floor 2","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 10,PM10,11.9,µg/m³,Pass,No,S. Patel,40.662077,-73.918247
100177,2018-06-07T00:00:00,"Building 1, Floor 2","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Formaldehyde,HCHO,6.85,ppb,Pass,No,J. Williams,40.663344,-73.919061
100178,2017-08-21T00:00:00,Storage Room A,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Formaldehyde,HCHO,8.0,ppb,Pass,No,J. Williams,40.662944,-73.91606
100179,2017-03-17T00:00:00,"Building 4, Hallway B","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Dioxide,CO2,766.09,ppm,Pass,No,J. Williams,40.661977,-73.916888
100180,2017-12-11T00:00:00,Storage Room A,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Monoxide,CO,0.17,ppm,Pass,No,D. Thompson,40.663882,-73.915718
100181,2017-10-26T00:00:00,"Building 4, Hallway B","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Ozone,O3,31.67,ppb,Pass,No,M. Rodriguez,40.663675,-73.918672
100182,2018-08-05T00:00:00,"Building 1, Floor 2","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Radon,Rn,1.5,pCi/L,Pass,No,K. Martinez,40.662312,-73.919011
100183,2018-08-10T00:00:00,"Building 3, Lobby","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Formaldehyde,HCHO,9.23,ppb,Pass,No,S. Patel,40.66499,-73.918533
100184,2017-06-21T00:00:00,Basement Level 1,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Nitrogen Dioxide,NO2,27.41,ppb,Pass,No,S. Patel,40.662152,-73.916661
100185,2018-08-04T00:00:00,"Building 1, Floor 3","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 10,PM10,13.1,µg/m³,Pass,No,L. Johnson,40.662578,-73.915802
100186,2017-06-14T00:00:00,"Building 1, Floor 3","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Formaldehyde,HCHO,19.09,ppb,Borderline,No,M. Rodriguez,40.662927,-73.918564
100187,2017-09-07T00:00:00,"Building 4, Hallway B","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 2.5,PM2.5,11.73,µg/m³,Pass,No,S. Patel,40.665243,-73.916633
100188,2017-06-12T00:00:00,"Building 1, Floor 2","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Volatile Organic Compounds,VOC,142.59,ppb,Pass,No,L. Johnson,40.662195,-73.918966
100189,2017-03-14T00:00:00,Laundry Room,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Nitrogen Dioxide,NO2,13.53,ppb,Pass,No,A. Chen,40.664193,-73.918641
100190,2018-06-02T00:00:00,"Building 1, Floor 3","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Nitrogen Dioxide,NO2,23.53,ppb,Pass,No,A. Chen,40.663648,-73.91875
100191,2018-02-21T00:00:00,"Building 1, Floor 3","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 2.5,PM2.5,20.4,µg/m³,Borderline,No,J. Williams,40.664046,-73.916492
100192,2017-10-23T00:00:00,"Building 4, Hallway B","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Nitrogen Dioxide,NO2,7.61,ppb,Pass,No,K. Martinez,40.662695,-73.917524
100193,2017-09-11T00:00:00,"Building 4, Hallway B","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Volatile Organic Compounds,VOC,69.26,ppb,Pass,No,L. Johnson,40.664812,-73.919448
100194,2017-05-04T00:00:00,"Building 1, Floor 3","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Volatile Organic Compounds,VOC,176.58,ppb,Borderline,No,M. Rodriguez,40.665382,-73.919178
100195,2017-03-06T00:00:00,Basement Level 1,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Volatile Organic Compounds,VOC,73.29,ppb,Pass,No,A. Chen,40.662755,-73.917941
100196,2017-05-09T00:00:00,"Building 1, Floor 3","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Ozone,O3,22.44,ppb,Pass,No,L. Johnson,40.663637,-73.917382
100197,2017-03-10T00:00:00,"Building 1, Floor 1","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Dioxide,CO2,754.44,ppm,Pass,No,J. Williams,40.662583,-73.918148
100198,2017-03-18T00:00:00,Community Center,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 10,PM10,15.2,µg/m³,Pass,No,J. Williams,40.661998,-73.917772
100199,2018-06-11T00:00:00,"Building 1, Floor 1","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 10,PM10,29.9,µg/m³,Pass,No,M. Rodriguez,40.664079,-73.918668
100200,2017-09-12T00:00:00,"Building 4, Hallway B","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 2.5,PM2.5,23.45,µg/m³,Fail,Yes,L. Johnson,40.662688,-73.918265
100201,2017-11-15T00:00:00,"Building 1, Floor 1","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Ozone,O3,16.0,ppb,Pass,No,D. Thompson,40.66204,-73.916853
100202,2018-03-21T00:00:00,"Building 2, Floor 2","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Dioxide,CO2,1170.5,ppm,Fail,Yes,D. Thompson,40.664546,-73.918793
100203,2017-06-28T00:00:00,"Building 1, Floor 3","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Ozone,O3,31.88,ppb,Pass,No,M. Rodriguez,40.662923,-73.917251
100204,2017-10-13T00:00:00,"Building 2, Floor 2","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 2.5,PM2.5,18.68,µg/m³,Pass,No,J. Williams,40.665038,-73.917733
100205,2018-01-15T00:00:00,"Building 4, Hallway A","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 10,PM10,17.64,µg/m³,Pass,No,A. Chen,40.66261,-73.918081
100206,2017-10-31T00:00:00,"Building 4, Hallway B","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Monoxide,CO,1.76,ppm,Pass,No,K. Martinez,40.662869,-73.918764
100207,2018-06-03T00:00:00,"Building 1, Floor 3","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Monoxide,CO,2.26,ppm,Fail,Yes,K. Martinez,40.662805,-73.918596
100208,2017-08-14T00:00:00,Storage Room B,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 10,PM10,38.77,µg/m³,Borderline,No,S. Patel,40.662864,-73.917419
100209,2017-08-30T00:00:00,"Building 1, Floor 3","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 2.5,PM2.5,24.48,µg/m³,Fail,Yes,S. Patel,40.662752,-73.9186
100210,2017-04-07T00:00:00,Laundry Room,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Formaldehyde,HCHO,2.13,ppb,Pass,No,K. Martinez,40.661584,-73.91784
100211,2018-02-27T00:00:00,"Building 1, Floor 3","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Relative Humidity,RH,41.48,%,Pass,No,A. Chen,40.662909,-73.916561
100212,2017-12-26T00:00:00,Basement Level 1,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Ozone,O3,34.03,ppb,Pass,No,A. Chen,40.661505,-73.91694
100213,2017-05-24T00:00:00,"Building 4, Hallway A","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Ozone,O3,69.99,ppb,Fail,Yes,A. Chen,40.664688,-73.916342
100214,2018-03-27T00:00:00,"Building 3, Lobby","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Dioxide,CO2,402.76,ppm,Pass,No,K. Martinez,40.66512,-73.916949
100215,2017-07-26T00:00:00,Laundry Room,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 2.5,PM2.5,6.27,µg/m³,Pass,No,L. Johnson,40.664796,-73.915862
100216,2017-05-11T00:00:00,Storage Room B,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Ozone,O3,27.72,ppb,Pass,No,J. Williams,40.662698,-73.918996
100217,2017-05-12T00:00:00,"Building 4, Hallway A","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Dioxide,CO2,812.06,ppm,Pass,No,S. Patel,40.66211,-73.915861
100218,2017-09-16T00:00:00,"Building 3, Lobby","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 2.5,PM2.5,18.68,µg/m³,Pass,No,J. Williams,40.66283,-73.918895
100219,2017-10-10T00:00:00,"Building 4, Hallway B","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Volatile Organic Compounds,VOC,136.45,ppb,Pass,No,L. Johnson,40.665388,-73.917782
100220,2018-02-08T00:00:00,Laundry Room,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Volatile Organic Compounds,VOC,155.66,ppb,Borderline,No,D. Thompson,40.661947,-73.918442
100221,2017-06-12T00:00:00,"Building 4, Hallway A","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 10,PM10,19.48,µg/m³,Pass,No,M. Rodriguez,40.661765,-73.915643
100222,2018-02-19T00:00:00,Recreation Room,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Monoxide,CO,0.77,ppm,Pass,No,S. Patel,40.662279,-73.917906
100223,2018-07-27T00:00:00,"Building 1, Floor 2","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Dioxide,CO2,481.49,ppm,Pass,No,K. Martinez,40.664224,-73.918148
100224,2018-01-26T00:00:00,"Building 1, Floor 1","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Volatile Organic Compounds,VOC,175.26,ppb,Borderline,No,K. Martinez,40.664623,-73.918316
100225,2017-11-01T00:00:00,"Building 2, Floor 1","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Volatile Organic Compounds,VOC,149.73,ppb,Pass,No,A. Chen,40.662388,-73.918581
100226,2017-04-28T00:00:00,Storage Room B,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Nitrogen Dioxide,NO2,31.23,ppb,Pass,No,J. Williams,40.664113,-73.915729
100227,2018-07-12T00:00:00,"Building 2, Floor 2","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Dioxide,CO2,796.28,ppm,Pass,No,K. Martinez,40.66521,-73.915694
100228,2017-10-05T00:00:00,Community Center,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Relative Humidity,RH,64.47,%,Fail,Yes,D. Thompson,40.661767,-73.916155
100229,2018-01-02T00:00:00,"Building 4, Hallway A","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 2.5,PM2.5,6.38,µg/m³,Pass,No,D. Thompson,40.662693,-73.919003
100230,2018-01-11T00:00:00,"Building 2, Floor 2","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 10,PM10,37.61,µg/m³,Borderline,No,K. Martinez,40.664637,-73.916286
100231,2017-10-26T00:00:00,"Building 4, Hallway B","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Monoxide,CO,0.64,ppm,Pass,No,L. Johnson,40.663089,-73.918209
100232,2017-10-05T00:00:00,"Building 1, Floor 1","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Formaldehyde,HCHO,13.25,ppb,Pass,No,A. Chen,40.662143,-73.915843
100233,2017-12-28T00:00:00,Basement Level 1,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Ozone,O3,68.23,ppb,Fail,Yes,K. Martinez,40.662495,-73.918
100234,2017-04-22T00:00:00,Community Center,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 2.5,PM2.5,4.19,µg/m³,Pass,No,D. Thompson,40.665034,-73.916117
100235,2017-04-27T00:00:00,Storage Room B,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Monoxide,CO,1.83,ppm,Pass,No,S. Patel,40.66316,-73.916994
100236,2018-02-10T00:00:00,Storage Room B,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Monoxide,CO,0.66,ppm,Pass,No,A. Chen,40.663656,-73.917961
100237,2017-09-18T00:00:00,"Building 2, Floor 1","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Ozone,O3,50.0,ppb,Pass,No,K. Martinez,40.664961,-73.915783
100238,2017-03-19T00:00:00,Recreation Room,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 10,PM10,38.92,µg/m³,Borderline,No,J. Williams,40.66417,-73.917577
100239,2017-10-11T00:00:00,Recreation Room,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 10,PM10,38.8,µg/m³,Borderline,No,S. Patel,40.663421,-73.91919
100240,2017-04-24T00:00:00,"Building 4, Hallway A","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Nitrogen Dioxide,NO2,30.42,ppb,Pass,No,A. Chen,40.661704,-73.91585
100241,2017-10-17T00:00:00,"Building 1, Floor 2","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Ozone,O3,21.52,ppb,Pass,No,A. Chen,40.665239,-73.917723
100242,2017-09-20T00:00:00,"Building 2, Floor 1","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 10,PM10,13.44,µg/m³,Pass,No,M. Rodriguez,40.665486,-73.918021
100243,2017-08-10T00:00:00,Laundry Room,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Ozone,O3,57.64,ppb,Borderline,No,D. Thompson,40.664954,-73.916507
100244,2017-09-07T00:00:00,"Building 4, Hallway B","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Formaldehyde,HCHO,3.78,ppb,Pass,No,M. Rodriguez,40.664055,-73.918217
100245,2018-02-24T00:00:00,Community Center,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Nitrogen Dioxide,NO2,11.21,ppb,Pass,No,A. Chen,40.663736,-73.917716
100246,2018-04-29T00:00:00,Storage Room A,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Radon,Rn,1.31,pCi/L,Pass,No,L. Johnson,40.664269,-73.916752
100247,2018-01-27T00:00:00,Laundry Room,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Ozone,O3,30.4,ppb,Pass,No,K. Martinez,40.665386,-73.918807
100248,2018-06-25T00:00:00,Basement Level 1,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 10,PM10,33.13,µg/m³,Pass,No,D. Thompson,40.662241,-73.915894
100249,2018-07-30T00:00:00,Basement Level 1,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Relative Humidity,RH,51.99,%,Borderline,No,L. Johnson,40.664522,-73.916815
100250,2017-05-30T00:00:00,"Building 1, Floor 1","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Dioxide,CO2,894.96,ppm,Pass,No,D. Thompson,40.664528,-73.917576
100251,2017-09-27T00:00:00,"Building 2, Floor 1","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 10,PM10,37.73,µg/m³,Borderline,No,J. Williams,40.665311,-73.918028
100252,2018-06-25T00:00:00,"Building 2, Floor 2","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 2.5,PM2.5,8.35,µg/m³,Pass,No,M. Rodriguez,40.663571,-73.916158
100253,2018-03-31T00:00:00,Basement Level 1,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Nitrogen Dioxide,NO2,36.71,ppb,Borderline,No,J. Williams,40.661952,-73.919193
100254,2018-03-13T00:00:00,"Building 1, Floor 1","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Nitrogen Dioxide,NO2,19.85,ppb,Pass,No,A. Chen,40.665114,-73.916417
100255,2017-06-20T00:00:00,Storage Room B,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Relative Humidity,RH,59.39,%,Fail,Yes,J. Williams,40.662231,-73.91825
100256,2017-10-04T00:00:00,"Building 4, Hallway A","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Formaldehyde,HCHO,17.05,ppb,Pass,No,J. Williams,40.662598,-73.919097
100257,2017-06-04T00:00:00,Storage Room B,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Volatile Organic Compounds,VOC,197.13,ppb,Fail,Yes,A. Chen,40.66202,-73.917143
100258,2017-10-30T00:00:00,Laundry Room,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Monoxide,CO,2.46,ppm,Fail,Yes,M. Rodriguez,40.665291,-73.917224
100259,2018-05-13T00:00:00,"Building 1, Floor 1","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 10,PM10,36.76,µg/m³,Pass,No,L. Johnson,40.66264,-73.91819
100260,2018-04-16T00:00:00,"Building 4, Hallway A","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Nitrogen Dioxide,NO2,15.49,ppb,Pass,No,K. Martinez,40.665495,-73.917179
100261,2017-04-25T00:00:00,Storage Room B,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Volatile Organic Compounds,VOC,170.53,ppb,Borderline,No,S. Patel,40.662704,-73.919404
100262,2018-05-12T00:00:00,Storage Room B,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Volatile Organic Compounds,VOC,163.31,ppb,Borderline,No,J. Williams,40.664456,-73.91819
100263,2017-06-21T00:00:00,"Building 4, Hallway A","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Monoxide,CO,0.4,ppm,Pass,No,L. Johnson,40.665109,-73.918669
